iter	Logloss
269	0.2319933063
270	0.2317731621
271	0.2312468768
272	0.2308083331
273	0.2304338228
274	0.2301392589
275	0.2297333351
276	0.2295660733
277	0.2293381653
278	0.2292166051
279	0.2290173658
280	0.2287470746
281	0.2285212614
282	0.2281850696
283	0.2278736664
284	0.2276018195
285	0.2274421252
286	0.2270592032
287	0.2268310844
288	0.2265188536
289	0.226334847
290	0.2260924215
291	0.2258614631
292	0.2256620949
293	0.2253548116
294	0.2252010674
295	0.2249744842
296	0.2246843372
297	0.2245128332
298	0.2241426547
299	0.2237468995
300	0.2233717745
301	0.2232357568
302	0.222986716
303	0.2228636815
304	0.2227536568
305	0.2226141305
306	0.2223577056
307	0.2221151152
308	0.2218160025
309	0.2214726977
310	0.2211101363
311	0.2209458426
312	0.220660268
313	0.220403866
314	0.2202417967
315	0.2199754245
316	0.2196746575
317	0.219376162
318	0.2191776237
319	0.2189150298
320	0.2184980484
321	0.2182728582
322	0.2179263168
323	0.2175358152
324	0.2172924009
325	0.2171401044
326	0.2169041623
327	0.2166391245
328	0.2163888822
329	0.2161886581
330	0.2159152639
331	0.2157589847
332	0.2153933575
333	0.215103144
334	0.2149135795
335	0.2145693322
336	0.2143084194
337	0.2141509523
338	0.2139217211
339	0.2136406621
340	0.21335789
341	0.2127684804
342	0.2125430129
343	0.2123412407
344	0.212022906
345	0.2117445728
346	0.2115892332
347	0.2112199344
348	0.2110763643
349	0.2109346207
350	0.2107094173
351	0.210414326
352	0.2102422933
353	0.209926931
354	0.2097275782
355	0.2094739996
356	0.2092490993
357	0.2090277564
358	0.2088070235
359	0.2085753243
360	0.2084281721
361	0.2083304297
362	0.2079455434
363	0.2079105106
364	0.2076981532
365	0.2074510223
366	0.2072903466
367	0.2071399343
368	0.2068598144
369	0.2067098648
370	0.2065271296
371	0.2062835534
372	0.2060518183
373	0.2057772807
374	0.205571701
375	0.205258939
376	0.2050860517
377	0.2048813835
378	0.2046787234
379	0.2044458131
380	0.2042640566
381	0.2039869425
382	0.2036515155
383	0.2034232152
384	0.20308692
385	0.2028185664
386	0.2025902593
387	0.2024032593
388	0.2021266948
389	0.2019319583
390	0.2017749795
391	0.2015344875
392	0.2013157265
393	0.201001578
394	0.2007248238
395	0.2004058392
396	0.2001523389
397	0.1998366459
398	0.1996934884
399	0.1994121512
400	0.1992556945
401	0.1990804176
402	0.1989200972
403	0.1989032824
404	0.198713924
405	0.198511718
406	0.1983701204
407	0.1981559422
408	0.1979300364
409	0.1976674703
410	0.1974553177
411	0.1972338759
412	0.1969298287
413	0.1968452118
414	0.1965187765
415	0.1963692436
416	0.1961936644
417	0.1960624173
418	0.1956337921
419	0.1954512768
420	0.195203822
421	0.1949637337
422	0.1948138265
423	0.1946058323
424	0.1945104168
425	0.194207075
426	0.1939963366
427	0.1937800084
428	0.1936210017
429	0.1932840978
430	0.1929690196
431	0.1928069843
432	0.1926104408
433	0.192419868
434	0.1921214434
435	0.191926901
436	0.1918399073
437	0.1917108424
438	0.191439558
439	0.191271452
440	0.191082819
441	0.1907803803
442	0.1905185018
443	0.1903208054
444	0.1901225932
445	0.1898490696
446	0.1897084396
447	0.1894791178
448	0.1892797719
449	0.1889680336
450	0.1887926884
451	0.1886231831
452	0.1885536647
453	0.1884721202
454	0.1881506143
455	0.1878249862
456	0.1876406194
457	0.1875603639
458	0.1873489254
459	0.1871561055
460	0.1870083699
461	0.1868277913
462	0.1866750326
463	0.1865492732
464	0.1863675546
465	0.1862266592
466	0.1859476103
467	0.1858910503
468	0.1856104005
469	0.1853983138
470	0.1852107234
471	0.1850760894
472	0.185010215
473	0.1847898813
474	0.1846415674
475	0.1844800657
476	0.1843913446
477	0.1841560355
478	0.1838386324
479	0.18359244
480	0.1834344681
481	0.183324348
482	0.1830758169
483	0.1828583883
484	0.1827081898
485	0.1824878915
486	0.1823368349
487	0.1820475635
488	0.1818292139
489	0.181659042
490	0.1814934427
491	0.1814021181
492	0.1813351752
493	0.1810631544
494	0.1807727969
495	0.1806378674
496	0.1803650341
497	0.1802630608
498	0.1801057249
499	0.1799836747
500	0.1798356127
501	0.1796075897
502	0.1794283876
503	0.1791389182
504	0.179003713
505	0.1786773376
506	0.1784437318
507	0.1783809791
508	0.1782317215
509	0.1782276991
510	0.1780039486
511	0.1778954014
512	0.1777200359
513	0.1775573006
514	0.1774020753
515	0.1772863763
516	0.1771422423
517	0.1769204347
518	0.176787734
519	0.1764329891
520	0.1764035519
521	0.1759972547
522	0.1759342637
523	0.175842959
524	0.1757467899
525	0.1755689637
526	0.1754579105
527	0.1752253455
528	0.1751273565
529	0.1749885993
530	0.1749371843
531	0.1747594191
532	0.1746193265
533	0.1743110369
534	0.1742007898
535	0.1741024633
536	0.174037285
537	0.1739285017
538	0.1737508508
539	0.1736094121
540	0.173483687
541	0.1733810437
542	0.173337954
543	0.1732093529
544	0.1728059159
545	0.1724867495
546	0.1722874323
547	0.1720324236
548	0.1719211134
549	0.1718084529
550	0.1715782262
551	0.1714374956
552	0.1712921319
553	0.1711681736
554	0.1710418264
555	0.1708876921
556	0.1707187912
557	0.1704516632
558	0.1703666639
559	0.1701875536
560	0.1701133079
561	0.170002382
562	0.1698159807
563	0.1697552099
564	0.1694972987
565	0.1694101855
566	0.1693167246
567	0.1691702243
568	0.1689270977
569	0.1687471011
570	0.1684206972
571	0.1683520781
572	0.1681328572
573	0.1679932096
574	0.1678107327
575	0.167509186
576	0.1673768585
577	0.1672584815
578	0.1671359446
579	0.1669789732
580	0.1668277885
581	0.1665951734
582	0.1662833022
583	0.1661261837
584	0.1659079394
585	0.1657153392
586	0.1655896226
587	0.1654351686
588	0.1653386371
589	0.16499295
590	0.1648483849
591	0.1647119145
592	0.1645887392
593	0.1644040256
594	0.1642935029
595	0.1641824815
596	0.1640615394
597	0.1639430283
598	0.1637520945
599	0.1636895189
600	0.163409418
601	0.1631474658
602	0.1630453111
603	0.162838965
604	0.1625794768
605	0.162323168
606	0.1621443777
607	0.1619710297
608	0.161867698
609	0.1617048497
610	0.1615320957
611	0.1612409277
612	0.1610609675
613	0.1608724761
614	0.1607791255
615	0.1606641763
616	0.1605000592
617	0.1603980746
618	0.1603018652
619	0.159933296
620	0.1596829512
621	0.1595577479
622	0.1593395422
623	0.1590901786
624	0.1590325955
625	0.1589099921
626	0.1587326936
627	0.1585783451
628	0.1585065662
629	0.1583809234
630	0.1581359437
631	0.1579217524
632	0.1578270858
633	0.1577875805
634	0.157709524
635	0.1576518202
636	0.1574202016
637	0.157281053
638	0.1571193827
639	0.1569041474
640	0.1566887641
641	0.156533747
642	0.1562652331
643	0.1561413203
644	0.1560328803
645	0.1559174757
646	0.1557708252
647	0.1556107818
648	0.1554415061
649	0.1553284421
650	0.1551721691
651	0.1550739846
652	0.1548818247
653	0.1547748765
654	0.1546065217
655	0.1545360047
656	0.1543150118
657	0.1542229634
658	0.154143781
659	0.1539660664
660	0.1537670999
661	0.153572888
662	0.153456068
663	0.1533899975
664	0.1531292649
665	0.1529885829
666	0.152907238
667	0.1527594992
668	0.1526749527
669	0.1525474646
670	0.1522952988
671	0.1521745615
672	0.1519994149
673	0.1518656113
674	0.1515935896
675	0.1513345074
676	0.1512182241
677	0.1510305391
678	0.1508553069
679	0.1506216057
680	0.150501917
681	0.1503427969
682	0.1501422723
683	0.1499235353
684	0.1497766109
685	0.1496494735
686	0.1495123222
687	0.1492892962
688	0.1492175156
689	0.1490306357
690	0.1488794957
691	0.1488250378
692	0.1487181183
693	0.1485900564
694	0.1485122219
695	0.1483612239
696	0.1482646929
697	0.1482212266
698	0.1480318238
699	0.1478932597
700	0.1478174266
701	0.1477533969
702	0.1476396784
703	0.1474634231
704	0.1474311918
705	0.1473464774
706	0.1472369042
707	0.1470571399
708	0.146937151
709	0.1468027226
710	0.146742788
711	0.1465603709
712	0.1463627523
713	0.1462593856
714	0.1461169833
715	0.146001253
716	0.1458679897
717	0.1457467204
718	0.1454943495
719	0.1454048118
720	0.1452635669
721	0.1451292543
722	0.1450538384
723	0.1447509011
724	0.1446611615
725	0.1445598781
726	0.1443968177
727	0.1442482922
728	0.1439738054
729	0.1438346771
730	0.1435753347
731	0.1434878965
732	0.143174105
733	0.1430408854
734	0.1428167289
735	0.1426712517
736	0.1424191011
737	0.1423021444
738	0.1422037767
739	0.142080962
740	0.1419689515
741	0.1419154895
742	0.1418065437
743	0.1416005157
744	0.141533113
745	0.1414482197
746	0.1413460689
747	0.1412574369
748	0.141205458
749	0.1411591073
750	0.1410430016
751	0.1409711155
752	0.14088261
753	0.140598043
754	0.1404546633
755	0.1402206313
756	0.1401701349
757	0.1400447407
758	0.1399911512
759	0.1398629453
760	0.1397811589
761	0.139740261
762	0.1395805724
763	0.1395432918
764	0.139419473
765	0.1393031781
766	0.1391580254
767	0.1390583338
768	0.1389306473
769	0.1388028776
770	0.1386738774
771	0.1384772438
772	0.13837076
773	0.1382178106
774	0.1381879356
775	0.1380565811
776	0.1379534519
777	0.1377463079
778	0.1376445915
779	0.137511615
780	0.1372968943
781	0.1371293208
782	0.1370185396
783	0.136848086
784	0.1366906461
785	0.1365600698
786	0.1364732974
787	0.1363887203
788	0.1362358002
789	0.1361667358
790	0.1360650425
791	0.1359544227
792	0.1358032332
793	0.1357196676
794	0.1356136738
795	0.1355426807
796	0.1354126789
797	0.1353276123
798	0.1352470925
799	0.1350748804
800	0.1350372507
801	0.1349305148
802	0.1348624583
803	0.1347067104
804	0.1346808281
805	0.1345355513
806	0.1342791865
807	0.1341092493
808	0.1339551139
809	0.133848244
810	0.1337340899
811	0.1336630271
812	0.1335883058
813	0.1333705446
814	0.1332005613
815	0.1331439115
816	0.1330804262
817	0.1330054408
818	0.1329251665
819	0.1327957132
820	0.1327236612
821	0.1326219997
822	0.1325343557
823	0.1324105695
824	0.1322744377
825	0.132124607
826	0.132072728
827	0.1319157056
828	0.1318338611
829	0.1317483902
830	0.1315864105
831	0.1315163976
832	0.1313100192
833	0.1311886101
834	0.1311302614
835	0.131016991
836	0.1309325833
837	0.1307400944
838	0.130675513
839	0.130574332
840	0.1305213279
841	0.1304273533
842	0.1303043177
843	0.1300463465
844	0.1299509535
845	0.1297532477
846	0.1296874029
847	0.1295409301
848	0.1294441745
849	0.1293890725
850	0.1292529843
851	0.1291651981
852	0.1290231598
853	0.1289438377
854	0.1288378566
855	0.128650216
856	0.1285477508
857	0.1284423789
858	0.1284041571
859	0.1283347181
860	0.1281750957
861	0.1279828768
862	0.1278701304
863	0.1277226405
864	0.1276460791
865	0.1275427462
866	0.1274502592
867	0.1273700424
868	0.1272032405
869	0.127109101
870	0.1270150536
871	0.1267647232
872	0.1266863189
873	0.1265999398
874	0.1265094522
875	0.126393545
876	0.1262546127
877	0.1261536735
878	0.1260047866
879	0.1258899099
880	0.1257803973
881	0.1257607447
882	0.1256108919
883	0.12555239
884	0.1254842022
885	0.1253187941
886	0.1252524768
887	0.1251349229
888	0.1250602499
889	0.125006136
890	0.1249229376
891	0.12485544
892	0.124735632
893	0.124624063
894	0.1245221282
895	0.1244260882
896	0.1243443506
897	0.1241368437
898	0.1240623905
899	0.1239527484
900	0.1237400093
901	0.123639978
902	0.1235472145
903	0.1234571892
904	0.1233531742
905	0.1232676711
906	0.1232308141
907	0.1231459511
908	0.1230385985
909	0.1229685256
910	0.1227693274
911	0.1226780244
912	0.1225720734
913	0.1224179357
914	0.122326937
915	0.1222813151
916	0.1222045918
917	0.1220790272
918	0.1219775751
919	0.1218488041
920	0.1217588538
921	0.1215658892
922	0.121412484
923	0.1213323672
924	0.1212094039
925	0.1211721092
926	0.1211136592
927	0.1209915018
928	0.1208651875
929	0.1208063146
930	0.1207097449
931	0.1206154213
932	0.1205018081
933	0.1203802155
934	0.1202262213
935	0.1201363287
936	0.1200342446
937	0.1199164451
938	0.1198044821
939	0.1197068054
940	0.1195862536
941	0.1194409971
942	0.1193608238
943	0.1193135924
944	0.1191607462
945	0.119065193
946	0.1189309646
947	0.1188871713
948	0.1187819441
949	0.1186991567
950	0.1186285339
951	0.1185720537
952	0.1184348528
953	0.1183228809
954	0.1182836934
955	0.1181648221
956	0.1180862523
957	0.1179887343
958	0.117821067
959	0.1177217583
960	0.1176517279
961	0.1175239234
962	0.1173800256
963	0.1173291642
964	0.1172321378
965	0.117206187
966	0.1170288812
967	0.116940537
968	0.1168791613
969	0.1167522673
970	0.1167119578
971	0.1166463051
972	0.1165440544
973	0.1164736562
974	0.1164201536
975	0.1163588
976	0.116274432
977	0.1161609655
978	0.1161092244
979	0.1160136538
980	0.1159373281
981	0.115818991
982	0.1157038537
983	0.1155189989
984	0.115433438
985	0.1153232609
986	0.1152519407
987	0.1152129381
988	0.1151173963
989	0.1150073539
990	0.1148344947
991	0.1147950621
992	0.1147335201
993	0.1146777012
994	0.1145767404
995	0.1144492595
996	0.1143616396
997	0.1142486871
998	0.1141406502
999	0.1139696904
